"Gender","Ever_Married","Age","Graduated","Profession","Work_Experience","Spending_Score","Family_Size","Car","Licence_Plate","Credit_Owner","Child","Var_1","Segmentation"
"Male","Yes",35,"Yes","Entertainment",7,"Low",2,4,"1-QNQ-819","0",0,"Cat_6","D"
"Male","Yes",67,"Yes","Lawyer",0,"Low",1,9,"1-EDU-551","0",0,"Cat_3","A"
"Female","Yes",66,"No","Lawyer",NA,"Low",1,9,"1-DPE-254","0",0,"Cat_6","A"
"Male","Yes",70,"Yes","Executive",1,"High",5,10,"1-YXO-530","0",4,"Cat_3","B"
"Male","Yes",59,"Yes","Artist",1,"Average",4,7,"1-BZM-290","0",0,"Cat_6","B"
"Female","Yes",36,"Yes","Artist",1,"Average",3,3,"1-AUD-058","1",1,"Cat_2","B"
"Male","Yes",59,"Yes","Artist",0,"Average",2,7,"1-YCM-069","0",0,"Cat_6","C"
"Female","Yes",45,"Yes","Artist",0,"Average",2,5,"1-OKU-930","0",1,"Cat_6","C"
"Male","No",42,"Yes","Doctor",8,"Low",1,5,"1-GNS-413","0",0,"Cat_6","C"
"Female","Yes",59,"Yes","Engineer",0,"Low",1,8,"1-HBL-098","0",0,"Cat_6","D"
"Male","Yes",89,"Yes","Executive",3,"Low",3,13,"1-PJQ-639","0",0,"Cat_6","A"
"Female","No",42,"Yes","Doctor",5,"Low",1,4,"1-DKR-479","0",0,"Cat_6","B"
"Female","Yes",31,"Yes","Engineer",1,"Low",2,2,"1-FCA-810","0",0,"Cat_6","A"
"Male","No",26,"No","Engineer",0,"Low",4,2,"1-PFS-260","0",2,"Cat_4","D"
"Male","Yes",43,"Yes","Entertainment",1,"Average",4,5,"1-EKT-406","0",2,"Cat_4","B"
"Male","Yes",62,"Yes","Artist",1,"Average",3,8,"1-QZN-991","0",1,"Cat_3","A"
"Female","Yes",70,"Yes","Homemaker",3,"Low",2,10,"1-EIU-920","0",0,"Cat_6","B"
"Female","Yes",35,"No","Engineer",7,"Average",4,5,"1-KHY-820","1",3,"Cat_4","A"
"Male","Yes",52,"Yes","Entertainment",1,"Average",3,6,"1-VTW-376","0",0,"Cat_4","B"
"Male","Yes",41,"No","Executive",8,"Average",4,4,"1-GSU-214","0",0,"Cat_1","A"
"Male","No",21,"No","Healthcare",1,"Low",4,1,"1-LMV-325","0",1,NA,"D"
"Male","Yes",72,"No","Lawyer",0,"High",2,10,"1-KXE-902","0",0,"Cat_6","B"
"Male","Yes",89,"No","Lawyer",0,"Low",1,12,"1-DSW-895","0",0,"Cat_6","A"
"Male","No",37,"Yes","Healthcare",0,"Low",2,5,"1-WJE-068","0",0,"Cat_6","D"
"Female","Yes",69,"No",NA,0,"Low",1,9,"1-WQM-016","0",0,"Cat_6","A"
"Female","Yes",66,"Yes","Lawyer",1,"High",2,9,"1-OYW-552","0",1,"Cat_6","A"
"Male","Yes",50,"Yes","Doctor",0,"Average",2,6,"1-LVO-707","0",0,"Cat_6","B"
"Male","No",25,"No","Doctor",0,"Low",4,1,"1-JKN-271","0",1,"Cat_6","D"
"Male","No",30,"Yes","Healthcare",9,"Low",1,2,"1-WVP-718","0",0,"Cat_6","D"
"Male","Yes",28,"No","Doctor",8,"Low",2,2,"1-CRF-245","0",1,"Cat_6","A"
"Male","Yes",46,"Yes","Artist",1,"Average",5,5,"1-QHD-733","0",1,"Cat_6","B"
"Female","No",40,"No","Engineer",0,"Low",3,4,"1-BWY-079","0",1,"Cat_3","A"
"Male","Yes",45,"No","Executive",1,"Average",4,5,"1-YSE-215","0",0,"Cat_6","B"
"Female",NA,27,"No","Engineer",1,"Low",1,2,"1-BYU-012","0",NA,"Cat_5","A"
"Male","No",36,"Yes","Artist",8,"Low",1,4,"1-JON-953","0",0,"Cat_6","A"
"Male","Yes",59,"No","Artist",2,"Average",2,8,"1-SCC-989","0",0,"Cat_4","C"
"Male","No",33,"No","Doctor",1,"Low",4,3,"1-QXR-828","0",3,"Cat_6","D"
"Female","Yes",39,"Yes","Artist",2,"Low",1,4,"1-VSI-246","0",0,"Cat_6","A"
"Male","No",32,"No","Healthcare",NA,"Low",NA,2,"1-MLI-878","0",NA,"Cat_5","A"
"Male","Yes",83,"No","Entertainment",0,"Low",2,12,"1-EFX-635","0",1,"Cat_6","A"
"Female","No",82,"No","Lawyer",0,"Low",3,13,"1-KCT-545","0",0,"Cat_6","D"
"Male","Yes",63,"Yes","Artist",9,"Average",3,9,"1-CSA-366","0",0,NA,"A"
"Male","No",21,"No","Healthcare",0,"Low",3,1,"1-ESP-730","0",0,"Cat_4","D"
"Male","No",43,NA,"Artist",6,"Low",5,7,"1-MLX-311","0",2,"Cat_2","B"
"Male","Yes",55,"Yes","Lawyer",NA,"Low",4,6,"1-WIN-411","0",3,"Cat_3","C"
"Male","Yes",36,"No","Artist",4,"Average",2,4,"1-EAQ-754","1",0,"Cat_6","B"
"Male","Yes",60,"Yes","Artist",3,"Average",2,8,"1-FYP-472","0",0,"Cat_6","C"
"Female","Yes",45,"Yes","Artist",4,"Low",1,6,"1-FRZ-522","0",0,"Cat_6","C"
"Male","No",20,"No","Healthcare",1,"Low",3,1,"1-HWU-567","0",3,"Cat_3","D"
"Male","Yes",43,"No",NA,1,"Average",2,5,"1-AOB-811","0",0,"Cat_3","C"
"Male","Yes",43,"Yes","Artist",9,"Average",2,5,"1-SZT-638","0",0,NA,"C"
"Male","Yes",43,"No","Executive",4,"Average",5,4,"1-CPY-478","0",4,"Cat_4","A"
"Female","Yes",45,"No","Artist",4,"Average",4,6,"1-RGA-884","0",0,"Cat_6","B"
"Female","No",33,"Yes","Healthcare",1,"Low",5,2,"1-VPP-901","0",3,"Cat_6","C"
"Female","No",23,"No","Healthcare",0,"Low",4,1,"1-LVF-827","0",4,"Cat_2","D"
"Female","Yes",30,"No","Engineer",0,"Average",2,3,"1-NXK-163","1",0,"Cat_6","D"
"Male","Yes",37,"No","Doctor",9,"Low",2,3,"1-VEB-257","0",0,"Cat_6","D"
"Male","Yes",79,"No",NA,0,"Average",2,11,"1-FMG-930","0",1,NA,"C"
"Male","Yes",78,"No","Lawyer",1,"High",2,13,"1-GAR-127","0",0,"Cat_2","A"
"Male","No",43,"Yes","Artist",7,"Low",3,4,"1-PGB-823","0",0,"Cat_6","A"
"Male","No",40,"Yes","Entertainment",1,"Low",3,5,"1-NAH-738","0",3,"Cat_1","D"
"Male","No",20,"No","Healthcare",1,"Low",3,1,"1-DSY-499","0",1,"Cat_6","D"
"Male","Yes",36,"Yes","Artist",0,"Low",1,3,"1-GEH-546","0",0,"Cat_6","A"
"Male","No",18,"No","Marketing",1,"Low",4,1,"1-RXP-944","1",3,"Cat_1","D"
"Female","No",30,"Yes","Entertainment",1,"Low",3,2,"1-UBH-131","0",3,"Cat_6","A"
"Male","No",18,"No","Entertainment",1,"Low",4,1,"1-NLF-073","1",4,"Cat_6","D"
"Male","Yes",50,NA,"Executive",4,"Average",9,7,"1-GGU-810","0",7,"Cat_4","D"
"Female","Yes",62,"Yes","Doctor",1,"Low",2,7,"1-NGJ-854","0",0,"Cat_7","D"
"Female","No",30,"No","Doctor",3,"Low",4,2,"1-MSE-473","0",4,"Cat_6","A"
"Female","No",22,"No","Engineer",0,"Low",4,1,"1-VKX-946","0",3,"Cat_6","D"
"Male",NA,42,"Yes","Artist",3,"Average",2,5,"1-UBN-335","0",NA,"Cat_6","A"
"Male","Yes",61,"Yes","Artist",0,"Low",2,7,"1-WRV-982","0",0,"Cat_6","B"
"Female","Yes",71,"Yes","Artist",1,"High",2,9,"1-BCO-537","0",0,"Cat_6","C"
"Male","Yes",55,"Yes","Doctor",6,"Low",1,7,"1-PYS-011","0",0,"Cat_3","B"
"Male","No",18,"No","Healthcare",0,"Low",3,1,"1-VFQ-403","1",2,"Cat_1","D"
"Male","Yes",57,"No",NA,1,"Average",2,7,"1-PYV-746","0",0,"Cat_4","C"
"Male","Yes",71,"Yes","Artist",6,"Average",3,10,"1-QLL-999","0",0,"Cat_6","C"
"Male","Yes",33,"Yes","Healthcare",0,"Low",2,2,"1-EXP-852","0",0,"Cat_7","A"
"Female","Yes",33,"Yes","Doctor",8,"High",2,3,"1-LVD-398","1",1,"Cat_6","D"
"Female","No",26,"Yes","Homemaker",9,"Low",1,1,"1-XVY-717","0",0,"Cat_2","D"
"Male","No",33,"Yes","Artist",3,"Low",5,3,"1-IEV-903","0",5,"Cat_6","A"
"Female","No",35,"Yes","Artist",0,"Low",1,4,"1-YCM-850","0",0,"Cat_6","B"
"Male","Yes",29,"No","Entertainment",7,"Average",2,3,"1-QOU-720","1",0,"Cat_3","D"
"Male","Yes",32,"No","Doctor",9,"Low",2,3,"1-XTS-806","0",0,"Cat_2","C"
"Female","Yes",63,"No","Artist",1,"Average",4,10,"1-RGC-355","0",2,"Cat_6","C"
"Male","No",27,"No","Entertainment",0,"Low",3,2,"1-BQO-718","0",1,"Cat_2","D"
"Female","No",33,"No","Engineer",0,"Low",5,2,"1-HFF-911","0",4,"Cat_3","D"
"Female","Yes",75,"No","Lawyer",0,"High",2,11,"1-CKX-911","0",0,"Cat_6","D"
"Female","Yes",61,"No","Engineer",1,"Average",2,7,"1-JZW-789","0",0,"Cat_6","C"
"Female","Yes",55,"Yes","Artist",0,"Average",4,6,"1-QGG-938","0",1,"Cat_6","D"
"Female","No",39,"Yes","Entertainment",11,"Low",1,4,"1-NFY-914","0",0,"Cat_6","A"
"Male","No",26,"No","Healthcare",0,"Low",NA,1,"1-AUM-559","0",NA,"Cat_6","D"
"Female","No",41,"No","Engineer",9,"Low",1,5,"1-PVA-052","0",1,"Cat_6","A"
"Male","Yes",65,"Yes","Executive",0,"High",2,9,"1-OKY-063","0",0,"Cat_6","C"
"Female","No",25,"No","Healthcare",14,"Low",1,1,"1-XQE-164","0",0,"Cat_6","D"
"Male","Yes",47,"Yes","Artist",9,"Average",2,5,"1-EAX-999","0",1,"Cat_1","A"
"Male","No",40,"Yes","Artist",1,"Low",1,4,"1-CPQ-988","0",0,"Cat_6","A"
"Female","No",53,"Yes","Engineer",1,"Low",5,7,"1-ENC-020","0",3,"Cat_6","D"
"Male","Yes",43,"Yes","Marketing",0,"High",6,5,"1-GLB-891","1",4,"Cat_4","D"
"Female","Yes",65,"Yes","Artist",1,"Low",2,8,"1-EXE-153","0",0,"Cat_6","B"
"Male","No",35,"Yes","Artist",8,"Low",1,3,"1-NWY-953","0",0,"Cat_6","B"
"Male","Yes",85,"Yes","Artist",1,"High",4,12,"1-UAS-464","0",0,"Cat_6","A"
"Male","Yes",69,"No","Entertainment",0,"Low",5,9,"1-AFP-093","0",2,"Cat_3","A"
"Male","No",32,"No","Executive",0,"Low",2,3,"1-YQP-786","0",0,"Cat_3","D"
"Male","Yes",62,"Yes","Doctor",1,"Average",4,8,"1-BJC-476","0",3,"Cat_3","C"
"Female",NA,29,"No","Healthcare",1,"Low",4,3,"1-DFR-381","0",NA,"Cat_6","C"
"Female","No",42,"No","Homemaker",8,"Low",1,4,"1-UIV-134","0",0,"Cat_3","D"
"Female","Yes",40,"Yes","Homemaker",2,"Average",2,5,"1-KRR-951","0",0,"Cat_3","C"
"Male","Yes",43,"Yes","Doctor",4,"Average",4,5,"1-GEK-792","0",3,"Cat_3","B"
"Male","No",25,"Yes","Doctor",6,"Low",1,1,"1-PWM-671","0",1,"Cat_2","D"
"Male","No",25,"No",NA,0,"Low",1,1,"1-ONK-367","0",0,"Cat_4","D"
"Female","Yes",40,"Yes","Artist",0,"High",2,6,"1-MRB-016","1",0,"Cat_6","A"
"Female","No",35,"Yes","Artist",13,"Low",2,4,"1-CVU-076","0",0,"Cat_6","B"
"Female","Yes",78,"No","Lawyer",0,"High",3,10,"1-UEG-981","0",2,"Cat_6","B"
"Male","Yes",25,"No","Healthcare",1,"Average",2,1,"1-XUE-303","1",0,"Cat_6","D"
"Male","Yes",50,"Yes","Artist",0,"Low",1,6,"1-IWL-864","0",0,"Cat_6","A"
"Female","Yes",53,"Yes","Artist",2,"High",2,10,"1-RAR-170","1",0,"Cat_2","C"
"Female","Yes",36,"Yes","Artist",4,"High",7,4,"1-HNW-976","1",3,"Cat_6","C"
"Male","No",53,"No","Engineer",1,"Low",3,7,"1-FVK-526","0",2,"Cat_4","A"
"Female","Yes",55,"Yes","Doctor",0,"Average",3,6,"1-WQZ-188","0",2,"Cat_6","B"
"Female","Yes",87,"No","Artist",0,"Low",1,13,"1-SBJ-213","0",0,"Cat_6","A"
"Male","Yes",48,"Yes","Artist",8,"Average",2,6,"1-FQB-899","0",1,"Cat_6","C"
"Female","Yes",33,"Yes","Healthcare",NA,"Average",2,3,"1-VBG-351","1",0,"Cat_6","A"
"Female","Yes",35,"No","Engineer",2,"Average",5,4,"1-XKR-192","1",1,"Cat_4","D"
"Female","Yes",39,"Yes","Artist",0,"Low",1,5,"1-HSK-431","0",0,"Cat_1","C"
"Male","Yes",39,"No","Artist",NA,"Low",2,4,"1-KJO-351","0",0,"Cat_4","A"
"Female","No",29,"Yes","Engineer",1,"Low",5,3,"1-QVZ-835","0",4,"Cat_1","B"
"Female","No",33,"No","Healthcare",1,"Low",6,2,"1-FSD-486","0",4,"Cat_6","A"
"Male","No",21,"No","Healthcare",NA,"Low",5,1,"1-IYW-310","0",3,"Cat_2","D"
"Male","No",29,"Yes","Healthcare",1,"Low",2,2,"1-QSR-229","0",2,"Cat_6","D"
"Female","Yes",72,"Yes","Lawyer",1,"High",NA,9,"1-AOQ-246","0",NA,"Cat_6","C"
"Female","No",39,"Yes","Artist",0,"Low",1,5,"1-JKJ-945","0",1,"Cat_6","A"
"Male","Yes",39,"Yes","Artist",0,"Low",2,4,"1-UEW-850","0",0,"Cat_6","C"
"Male","No",36,"No","Entertainment",8,"Low",2,3,"1-ICN-330","0",0,"Cat_6","D"
"Male","No",68,"Yes","Entertainment",1,"Low",2,9,"1-UDW-159","0",0,"Cat_6","C"
"Female","Yes",25,"No","Marketing",0,"High",5,1,"1-STB-787","1",2,"Cat_4","D"
"Female","Yes",41,"Yes","Doctor",1,"Average",2,5,"1-IQO-443","0",1,"Cat_6","D"
"Male","Yes",62,"No","Executive",0,"High",2,7,"1-GMW-894","0",0,"Cat_4","B"
"Male","Yes",46,"Yes","Homemaker",11,"Low",1,7,"1-EJT-562","0",0,"Cat_3","A"
"Male","No",18,"No","Healthcare",1,"Low",4,1,"1-WBM-075","1",3,"Cat_4","D"
"Male","No",30,"No","Doctor",1,"Low",4,4,"1-KDW-702","0",4,"Cat_3","D"
"Male","Yes",39,"Yes","Healthcare",11,"Average",2,4,"1-JUW-663","1",1,"Cat_2","D"
"Male","Yes",50,"No","Executive",0,"High",4,6,"1-LBO-792","1",2,"Cat_6","B"
"Female","No",20,"No","Marketing",1,"Low",3,1,"1-UPT-122","0",0,"Cat_4","D"
"Male","No",21,"No","Healthcare",2,"Low",4,1,"1-SQR-492","0",4,"Cat_6","D"
"Female","Yes",40,"Yes","Artist",12,"Average",NA,4,"1-XSM-453","0",NA,"Cat_6","C"
"Female","Yes",60,"Yes","Artist",1,"Average",2,7,"1-QXY-077","0",1,"Cat_6","C"
"Male","No",22,"No","Healthcare",0,"Low",4,1,"1-LTT-426","0",1,"Cat_6","D"
"Male","Yes",20,NA,"Marketing",1,"Average",3,1,"1-VLL-701","1",1,"Cat_3","A"
"Male","Yes",72,"Yes","Marketing",0,"Low",1,9,"1-XFC-227","0",0,"Cat_6","A"
"Male","Yes",61,"No","Entertainment",1,"Low",4,9,"1-FBF-632","0",0,"Cat_3","B"
"Male","Yes",53,"Yes","Artist",1,"Average",4,7,"1-XPG-263","0",0,"Cat_2","C"
"Male","Yes",51,"Yes","Artist",8,"Low",3,7,"1-OLO-825","0",1,"Cat_2","A"
"Male","Yes",69,"No","Lawyer",1,"Average",2,8,"1-IVC-807","0",0,"Cat_6","D"
"Male","Yes",36,"No","Entertainment",NA,"Low",2,4,"1-HOK-705","0",0,"Cat_6","A"
"Female","Yes",38,"Yes","Healthcare",3,"Average",3,3,"1-OTZ-979","1",2,"Cat_2","D"
"Male","Yes",37,"Yes","Executive",1,"Average",2,4,"1-CCP-408","1",0,"Cat_6","B"
"Male","Yes",48,"Yes","Doctor",9,"Average",5,5,"1-PEQ-120","0",2,"Cat_6","C"
"Female","Yes",50,"No","Artist",9,"High",2,6,"1-MST-849","1",0,"Cat_4","A"
"Male","Yes",45,"Yes","Executive",5,"High",4,5,"1-HAQ-407","1",2,"Cat_4","A"
"Male","No",26,"Yes","Doctor",0,"Low",5,2,"1-SKW-149","0",3,"Cat_6","D"
"Female","Yes",47,"Yes","Artist",6,"Low",2,5,"1-NCD-792","0",0,"Cat_6","B"
"Male","No",22,"No","Healthcare",NA,"Low",3,1,"1-YXD-022","0",3,"Cat_7","D"
"Male","No",42,"Yes","Artist",7,"Low",1,5,"1-XEX-526","0",1,"Cat_6","A"
"Female","Yes",81,"Yes","Lawyer",7,"High",2,11,"1-PRQ-760","0",0,"Cat_6","B"
"Male","No",23,"No","Healthcare",9,"Low",6,1,"1-ATU-749","0",4,"Cat_4","B"
"Female","No",31,"Yes","Doctor",0,"Low",4,2,"1-KAK-103","0",2,"Cat_3","A"
"Male","Yes",46,"Yes","Entertainment",NA,"Low",4,6,"1-XSK-951","0",0,"Cat_6","A"
"Male","Yes",61,"Yes","Artist",1,"Average",3,8,"1-YTZ-302","0",0,"Cat_6","C"
"Female","Yes",42,"Yes","Artist",3,"High",3,4,"1-WXF-601","1",0,"Cat_2","C"
"Male","Yes",59,"Yes","Entertainment",1,"Low",3,7,"1-WIM-428","0",0,"Cat_6","B"
"Male","No",22,"No","Healthcare",1,"Low",6,1,"1-APR-391","0",4,"Cat_4","D"
"Male","No",22,"No",NA,0,"Low",7,1,"1-EMJ-736","0",5,"Cat_1","D"
"Female","Yes",48,"Yes","Entertainment",2,"Low",1,6,"1-AWT-923","0",0,"Cat_1","A"
"Female","No",41,"Yes","Artist",0,"Low",1,4,"1-FOO-056","0",0,"Cat_7","C"
"Female","No",25,"No","Homemaker",0,"Low",3,2,"1-YMO-747","0",2,"Cat_2","C"
"Female","No",25,"Yes","Doctor",7,"Low",3,1,"1-DTM-501","0",3,"Cat_4","D"
"Female","No",28,"Yes","Healthcare",0,"Low",1,3,"1-IAG-106","0",1,"Cat_6","D"
"Male","Yes",37,"Yes","Artist",6,"Low",1,4,"1-NBV-824","0",0,"Cat_6","B"
"Male","Yes",36,"Yes","Artist",0,"High",3,4,"1-CVR-540","1",1,"Cat_6","C"
"Female",NA,49,"No","Entertainment",0,"Low",1,6,"1-BNN-160","0",NA,"Cat_3","A"
"Male","Yes",59,"Yes","Entertainment",5,"High",5,7,"1-FQF-270","1",4,"Cat_6","B"
"Female","Yes",45,"Yes","Executive",7,"High",2,4,"1-ERW-127","1",0,"Cat_6","C"
"Female","No",28,"Yes","Artist",9,"Low",1,3,"1-RAK-698","0",0,"Cat_6","A"
"Female",NA,49,"No","Marketing",1,"Average",3,6,"1-LKS-529","0",NA,"Cat_4","A"
"Female","No",42,"Yes","Artist",7,"Low",2,5,"1-OMV-867","0",0,"Cat_6","C"
"Male","No",22,"No","Doctor",0,"Low",3,1,"1-PVD-638","0",1,"Cat_6","A"
"Female","No",48,"Yes","Entertainment",9,"Low",2,7,"1-BUV-813","0",1,"Cat_6","A"
"Male","Yes",38,"Yes","Homemaker",NA,"Average",2,3,"1-NPR-802","1",1,"Cat_3","B"
"Male","No",59,"Yes","Artist",1,"Low",2,7,"1-JXR-959","0",0,"Cat_6","C"
"Female","No",25,"Yes","Healthcare",0,"Low",3,1,"1-ITE-301","0",1,"Cat_5","B"
"Male","No",19,"No","Healthcare",1,"Low",3,1,"1-AGD-016","1",3,"Cat_6","D"
"Female","Yes",47,"Yes","Artist",1,"Average",4,7,"1-YUG-258","0",2,"Cat_2","C"
"Male","No",39,"No","Entertainment",0,"Low",3,6,"1-NAG-773","0",1,"Cat_6","A"
"Male","Yes",53,"Yes","Artist",0,"Average",2,7,"1-QRM-071","0",0,"Cat_6","C"
"Female","Yes",40,NA,"Homemaker",9,"Average",NA,5,"1-BWA-958","0",NA,"Cat_4","C"
"Male","Yes",37,"Yes","Executive",6,"High",3,4,"1-BLP-356","1",2,"Cat_6","D"
"Female","No",31,"Yes","Artist",9,"Low",2,4,"1-SUT-221","0",0,"Cat_6","B"
"Female","No",25,"Yes","Doctor",0,"Low",4,1,"1-YMV-998","0",3,"Cat_6","D"
"Male","No",35,"Yes","Artist",9,"Low",1,3,"1-MSK-159","0",1,"Cat_6","B"
"Female","No",43,"Yes","Healthcare",9,"Low",3,4,"1-EPV-922","0",2,"Cat_7","A"
"Male",NA,32,"Yes","Doctor",NA,"Average",2,3,"1-ONE-006","1",NA,"Cat_4","A"
"Male","Yes",58,"Yes","Artist",2,"Low",1,8,"1-LMV-218","0",0,"Cat_6","A"
"Male","Yes",74,"No","Lawyer",0,"High",2,9,"1-MZU-839","0",0,"Cat_6","A"
"Female","No",30,"No","Healthcare",14,"Low",3,3,"1-GQE-940","0",1,"Cat_6","A"
"Female","Yes",68,"Yes","Lawyer",0,"High",2,11,"1-YTO-317","0",1,"Cat_6","B"
"Female","No",32,"Yes","Healthcare",6,"Low",3,3,"1-ECO-733","0",1,"Cat_6","D"
"Male","No",22,"No","Healthcare",NA,"Low",5,1,"1-QKX-725","0",2,"Cat_2","D"
"Male","No",31,"Yes","Artist",5,"Low",1,3,"1-DES-836","0",0,"Cat_4","D"
"Female","Yes",48,"Yes","Engineer",1,"High",3,5,"1-OLJ-991","1",0,"Cat_6","B"
"Female","No",27,"Yes","Homemaker",9,"Low",1,3,"1-WLN-654","0",0,"Cat_6","D"
"Male","Yes",42,"No","Homemaker",8,"Low",1,4,"1-OLI-432","0",0,"Cat_6","A"
"Female","No",67,"No","Artist",1,"Low",2,9,"1-WQR-415","0",0,"Cat_6","B"
"Male","Yes",52,NA,"Entertainment",NA,"Average",5,7,"1-PDG-077","0",1,"Cat_4","B"
"Female","Yes",46,"Yes",NA,0,"Low",2,6,"1-UNR-869","0",0,"Cat_6","C"
"Male","No",31,"No","Artist",1,"Low",2,3,"1-EPR-070","0",2,"Cat_6","B"
"Female","Yes",52,"Yes","Engineer",0,"Average",4,9,"1-DLF-550","0",3,"Cat_6","B"
"Female","No",36,"Yes","Engineer",4,"Low",1,4,"1-FQX-475","0",0,"Cat_7","A"
"Male","Yes",42,"Yes","Doctor",8,"Average",2,5,"1-JIQ-989","0",0,"Cat_2","B"
"Female","No",38,"Yes","Healthcare",0,"Low",5,4,"1-DHA-298","0",5,"Cat_6","D"
"Male","Yes",51,"Yes","Artist",7,"Average",2,6,"1-JGA-389","0",1,"Cat_6","C"
"Female","No",29,"No","Entertainment",0,"Low",2,3,"1-YTH-414","0",0,"Cat_3","B"
"Male","Yes",37,"Yes","Artist",0,"Low",2,4,"1-PZB-123","0",0,"Cat_6","A"
"Male","Yes",82,"Yes","Lawyer",NA,"High",2,12,"1-RCZ-211","0",0,"Cat_6","B"
"Female","No",36,"Yes","Marketing",NA,"Low",4,4,"1-GSA-909","0",4,"Cat_4","D"
"Female","Yes",38,"No","Artist",2,"Average",4,4,"1-OLU-462","1",2,"Cat_3","B"
"Male","Yes",28,"No","Entertainment",0,"Average",2,2,"1-KPM-825","1",0,"Cat_4","A"
"Male","No",21,"No","Healthcare",1,"Low",3,1,"1-MVW-936","0",0,"Cat_6","D"
"Female","Yes",43,"Yes",NA,1,"Low",2,5,"1-FWJ-974","0",0,"Cat_6","D"
"Male","Yes",40,"Yes","Artist",0,"High",NA,5,"1-IEM-923","1",NA,"Cat_6","A"
"Female","No",43,"Yes","Artist",8,"Low",1,4,"1-DJP-810","0",1,"Cat_6","A"
"Male","Yes",29,"Yes","Entertainment",0,"Low",2,3,"1-MTZ-125","0",1,"Cat_6","B"
"Male","Yes",48,"Yes","Artist",0,"Average",2,5,"1-VZF-149","0",0,"Cat_6","C"
"Male","Yes",62,"Yes","Executive",1,"High",4,7,"1-NJM-040","0",0,"Cat_6","C"
"Male","Yes",58,"Yes","Doctor",0,"Average",2,7,"1-CUX-350","0",1,"Cat_6","C"
"Male","Yes",32,"Yes","Artist",5,"Average",2,3,"1-JZJ-112","1",0,"Cat_3","A"
"Male","Yes",70,"No","Artist",1,"Average",2,10,"1-VAY-052","0",0,"Cat_6","C"
"Male","Yes",35,"Yes","Doctor",1,"Low",NA,5,"1-GLG-303","0",NA,"Cat_4","D"
"Female","No",22,"No","Healthcare",1,"Low",7,1,"1-EMP-499","0",6,"Cat_3","D"
"Male","Yes",52,"Yes","Artist",1,"Average",4,6,"1-FEA-360","0",3,"Cat_3","C"
"Male","Yes",78,"Yes","Lawyer",1,"Low",1,11,"1-NPZ-196","0",0,"Cat_6","B"
"Female","No",28,"Yes","Healthcare",1,"Low",3,3,"1-ILT-386","0",2,"Cat_6","A"
"Female","Yes",51,"Yes","Artist",NA,"Average",4,7,"1-VWM-458","0",3,"Cat_2","C"
"Male","Yes",61,"Yes","Artist",2,"Low",2,8,"1-HWV-332","0",0,"Cat_6","B"
"Female","Yes",25,"Yes","Entertainment",0,"Average",2,1,"1-DVT-252","1",0,"Cat_1","A"
"Female","Yes",48,"Yes","Homemaker",0,"Average",NA,6,"1-NCM-854","0",NA,"Cat_3","A"
"Male","No",23,"No","Healthcare",9,"Low",4,1,"1-UNN-396","0",1,"Cat_6","D"
"Male","Yes",42,"Yes","Entertainment",NA,"Low",5,6,"1-MPR-497","0",2,"Cat_3","B"
"Male","No",31,"No","Artist",1,"Low",NA,2,"1-GVS-626","0",NA,NA,"A"
"Male","Yes",47,"Yes","Executive",1,"Average",4,6,"1-WFM-632","0",2,"Cat_6","C"
"Female","Yes",43,"Yes","Artist",NA,"Average",2,5,"1-JNF-931","0",0,"Cat_6","A"
"Male","Yes",39,"Yes","Artist",3,"Average",4,5,"1-QUD-843","1",1,"Cat_6","B"
"Male","Yes",84,"Yes","Lawyer",NA,"Low",1,12,"1-HSL-802","0",0,"Cat_6","C"
"Male","No",19,"No","Healthcare",0,"Low",3,1,"1-VJV-005","1",3,"Cat_6","D"
"Male","Yes",82,"No","Lawyer",1,"High",3,13,"1-XCT-932","0",0,"Cat_6","A"
"Female","No",21,"No","Healthcare",0,"Low",5,1,"1-CZU-355","0",4,"Cat_6","D"
"Female","Yes",39,"Yes","Healthcare",8,"High",2,4,"1-HXX-208","1",1,"Cat_1","D"
"Male","Yes",30,"Yes","Healthcare",NA,"Low",6,3,"1-PLJ-338","0",5,"Cat_6","A"
"Male","Yes",72,"No","Engineer",1,"Low",1,10,"1-GFY-505","0",0,"Cat_6","A"
"Female","No",36,"Yes","Doctor",4,"Low",1,4,"1-FCK-946","0",0,"Cat_2","B"
"Female","No",37,"Yes","Artist",9,"Low",1,4,"1-ABR-388","0",0,"Cat_6","A"
"Male","Yes",45,"No","Executive",10,"High",3,5,"1-GTJ-466","1",1,"Cat_6","C"
"Female","Yes",35,"Yes","Homemaker",9,"Average",2,3,"1-VND-952","1",0,"Cat_6","A"
"Male","No",35,"Yes","Artist",6,"Low",3,4,"1-VVA-138","0",0,"Cat_6","B"
"Male","No",31,"No","Healthcare",NA,"Low",NA,3,"1-KLZ-027","0",NA,"Cat_6","D"
"Male","Yes",61,"No","Entertainment",1,"Low",NA,8,"1-KJX-715","0",NA,"Cat_6","A"
"Male","No",22,"No","Healthcare",0,"Low",4,2,"1-LVD-504","0",1,"Cat_6","D"
"Female","Yes",63,"Yes","Artist",1,"Average",3,12,"1-AQB-016","0",1,"Cat_6","C"
"Female","Yes",51,"Yes","Artist",1,"Average",2,9,"1-DCQ-732","0",0,"Cat_7","C"
"Female","No",51,"Yes","Artist",0,"Low",1,6,"1-VOL-053","0",0,"Cat_6","A"
